univerity_id,total_number_of_ratings_i,averageeasyscore_rf,pk_id,averageratingscore_rf,teacherfirstname_t,averagehelpfulscore_rf,averageclarityscore_rf,teacherlastname_t,teacher_profile
1389,28,1.7,366761,3.3,James,3.3,3.3,Riely,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=366761
1389,28,3.64,361054,4.07,James,4.07,4.07,Shea,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=361054
1389,28,2.3,561712,3.4,Chris,3.6,3.2,Stacey,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=561712
1389,28,2.4,1112985,4.0,Phillip,4.1,3.9,Stalley,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1112985
1389,28,3.07,1033400,3.59,Sam,3.39,3.79,Suhail,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1033400
1389,28,2.96,169696,3.64,Deborah,3.71,3.57,Tudor,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=169696
1389,28,3.78,489122,2.55,William,2.5,2.61,Walsh,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=489122
1389,28,3.71,129593,4.34,Kurt,4.21,4.46,Wise,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=129593
1389,28,3.18,1628414,4.71,Michelle,4.86,4.57,Wright,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1628414
1389,28,3.2,523374,4.0,Elizabeth,4.2,3.7,Zoufal,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=523374
1389,27,3.04,1213422,2.28,Mopeola,2.44,2.11,Adelakun,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1213422
1389,27,1.8,1254611,3.8,Nadia,3.9,3.7,Andre,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1254611
1389,27,3.52,13476,4.56,Julie,4.56,4.56,Artis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=13476
1389,27,3.15,1103403,3.83,Bobby,4.0,3.67,Barnes,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1103403
1389,27,4.19,311722,3.59,Hugh,3.81,3.37,Bartling,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=311722
1389,27,3.1,411336,4.0,Stephen,4.1,3.9,Bell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=411336
1389,27,2.9,311266,2.9,Joanne,2.9,2.9,Brunner,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=311266
1389,27,2.22,461833,2.83,Robin,2.7,2.96,Burke,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=461833
1389,27,3.48,571775,4.26,Joseph,4.11,4.41,Cannici,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=571775
1389,27,3.1,272241,4.2,Gary,4.1,4.2,Cestaro,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=272241
1389,27,4.4,474834,3.3,James,3.4,3.2,Debettencourt,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=474834
1389,27,3.7,1724617,4.7,Kara,4.9,4.5,Dempsey,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1724617
1389,27,2.85,1338645,3.22,Cindy,3.22,3.22,Durtschi,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1338645
1389,27,3.0,345280,2.89,Bill,2.88,2.89,Fahrenbach,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=345280
1389,27,3.0,129598,4.13,Kathy,4.15,4.11,Fitzpatrick,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=129598
1389,27,4.04,271244,4.09,Camilla,4.11,4.08,Fojas,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=271244
1389,27,2.74,668797,2.91,Rosalind,3.15,2.67,Hinton,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=668797
1389,27,3.5,800090,3.0,Richard,3.4,2.7,Hudson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=800090
1389,27,4.59,1189185,4.28,Mathew,4.37,4.19,Jinks,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1189185
1389,27,3.5,74057,3.7,Harry,3.8,3.6,Karahalios,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=74057
1389,27,3.89,366643,4.52,Leslie,4.48,4.56,Klatt-Navia,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=366643
1389,27,3.3,395341,4.41,Leigh,4.48,4.33,Maginniss,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=395341
1389,27,2.52,906215,3.09,Heather,2.93,3.26,McInnis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=906215
1389,27,2.1,19883,3.0,Michael,3.0,3.0,McIntyre,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=19883
1389,27,4.0,364508,3.9,Makoto,4.0,3.7,Nakayama,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=364508
1389,27,3.1,526531,3.5,Kristen,3.4,3.5,Neisler,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=526531
1389,27,3.93,339957,4.56,Rocky,4.56,4.56,Perkovich,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=339957
1389,27,3.22,311338,2.7,Nithya,3.0,2.41,Rajan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=311338
1389,27,3.7,904749,3.89,Christopher Allen,4.03,3.74,Rogers,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=904749
1389,27,4.1,1485583,5.0,Kathleen,5.0,4.9,Rooney,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1485583
1389,27,2.9,514516,3.9,Anuj,4.0,3.8,Sarma,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=514516
1389,27,2.5,895784,3.8,Traci,3.9,3.8,Schlesinger,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=895784
1389,27,3.3,455749,3.2,Raffaella,3.3,3.1,Settimi-Woods,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=455749
1389,27,3.26,369306,1.91,Frederick,1.81,2.0,Shipley,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=369306
1389,27,2.2,474966,3.6,Barbara,3.7,3.5,Speicher,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=474966
1389,27,3.3,1040025,4.2,Bridget,4.2,4.2,Tenner,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1040025
1389,26,2.92,166814,4.21,Paul,4.42,4.0,Camenisch,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=166814
1389,26,2.4,236286,3.6,Rebel,3.5,3.7,Cole,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=236286
1389,26,3.81,170801,4.44,William,4.42,4.46,Denton,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=170801
1389,26,2.08,1381507,2.92,Erin,3.0,2.85,Espeland,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1381507
1389,26,2.35,456128,3.17,Russell,3.27,3.08,Ford,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=456128
1389,26,2.73,506065,2.54,David,2.69,2.38,Gilliam,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=506065
1389,26,3.58,1192997,2.27,Joseph,2.27,2.27,Hardy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1192997
1389,26,4.27,312133,3.69,Rose,3.58,3.81,Healy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=312133
1389,26,3.5,457234,3.85,David,3.77,3.92,Hoffmeister,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=457234
1389,26,4.0,761867,3.3,Mazen,3.3,3.2,Istanbouli,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=761867
1389,26,3.3,371276,3.6,Susan,3.7,3.5,Jacobs,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=371276
1389,26,3.5,284318,4.21,Richard,4.19,4.23,Jones,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=284318
1389,26,4.08,137859,4.56,Geoffrey,4.54,4.58,Knoerzer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=137859
1389,26,3.42,153443,3.5,Gerard,3.58,3.42,Kuperus,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=153443
1389,26,2.4,1341517,2.8,Carolyn,2.9,2.8,Martineau,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1341517
1389,26,3.0,1210490,4.1,Yosef,4.0,4.2,Mendelsohn,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1210490
1389,26,1.9,1844051,2.5,Jennifer,2.6,2.5,Meyer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1844051
1389,26,3.62,860967,3.63,James,3.62,3.65,Moeller,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=860967
1389,26,4.58,1850673,4.98,James,4.96,5.0,Mourey,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1850673
1389,26,2.73,106519,3.83,Brian,3.92,3.73,Sikes,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=106519
1389,26,3.7,1264860,4.7,Justin,4.7,4.7,Staley,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1264860
1389,26,3.4,276463,3.7,Theresa,3.9,3.5,Steinbach,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=276463
1389,26,3.77,371794,3.81,Naomi,3.77,3.85,Steinberg,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=371794
1389,26,2.0,1013052,2.71,William,2.27,3.15,Strauss,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1013052
1389,26,2.8,497507,2.7,Kelly,2.8,2.6,Tzoumis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=497507
1389,26,2.65,482338,4.27,Rosalee,4.23,4.31,Wolfe,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=482338
1389,26,3.7,19769,4.2,Mark,4.3,4.1,Zlotkowski,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=19769
1389,25,2.72,434973,3.0,Roark,3.12,2.88,Atkinson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=434973
1389,25,3.16,345279,3.76,Anne,3.76,3.76,Bartlett,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=345279
1389,25,3.7,339948,3.6,James,3.8,3.4,Belohlav,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=339948
1389,25,3.24,272192,3.66,Darsie,3.72,3.6,Bowden,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=272192
1389,25,4.52,412560,4.36,Lou,4.32,4.4,Contey,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=412560
1389,25,3.72,884519,2.76,Laura,2.88,2.64,Davis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=884519
1389,25,2.9,366742,3.9,Scott,4.2,3.6,Erlinder,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=366742
1389,25,2.5,739275,2.8,Ellen,2.5,3.0,Eslinger,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=739275
1389,25,3.3,94964,3.9,Jim,3.9,3.9,Fairhall,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=94964
1389,25,4.52,672171,4.78,Todd,4.72,4.85,Fuist,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=672171
1389,25,4.44,564228,3.94,Dennis,3.88,4.0,Gillespie,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=564228
1389,25,3.6,915900,3.3,Star,3.3,3.2,Hall,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=915900
1389,25,3.76,457461,4.56,Katsuya,4.56,4.56,Hirano,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=457461
1389,25,3.12,1252131,3.68,Chauncey,3.6,3.76,Hollingsworth,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1252131
1389,25,3.6,241408,4.2,Randall,4.4,4.0,Honold,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=241408
1389,25,2.08,1025603,3.14,Melissa,3.2,3.08,Howsam,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1025603
1389,25,3.72,372464,3.84,Roy,3.68,4.0,Kaelin,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=372464
1389,25,2.56,369841,3.34,Iyad,3.4,3.28,Kanj,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=369841
1389,25,2.88,471918,4.68,Sean,4.76,4.6,Kirkland,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=471918
1389,25,4.0,188108,3.38,Mary,3.68,3.08,Larrabee,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=188108
1389,25,2.28,585518,2.8,Ray,2.8,2.8,Lee,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=585518
1389,25,2.9,1249169,4.2,Hui,4.2,4.2,Lin,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1249169
1389,25,3.4,363565,3.2,Felix,3.1,3.2,Masud-Piloto,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=363565
1389,25,2.96,265549,3.18,Nancy,3.44,2.92,McPike,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=265549
1389,25,4.36,269702,4.32,William,4.32,4.32,Middleton,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=269702
1389,25,2.8,8859,3.34,Danny,3.36,3.32,Mittleman,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=8859
1389,25,3.8,732909,4.2,Jack,4.4,3.9,Mosevich,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=732909
1389,25,3.56,354834,4.38,Bernadette,4.36,4.4,Sanchez,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=354834
1389,25,1.68,53426,1.82,John,1.84,1.8,Tatom,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=53426
1389,25,2.86,895852,3.0,Yan-Chun James,3.23,2.76,Tung,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=895852
1389,25,2.24,922736,3.86,J.,3.88,3.84,Woesthoff,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=922736
1389,24,3.58,356878,3.58,Gary,3.71,3.46,Andrus,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=356878
1389,24,3.8,427733,3.7,Natasha,3.7,3.6,Bogojevic,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=427733
1389,24,2.79,296877,3.35,Julie,3.33,3.38,Bokser,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=296877
1389,24,3.5,346037,4.56,Judy,4.62,4.5,Bramble,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=346037
1389,24,3.29,367123,3.08,Stainslaw,3.46,2.71,Buccic,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=367123
1389,24,2.46,38680,3.63,Mike,3.67,3.58,Budde,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=38680
1389,24,3.7,1232961,4.6,Lisa,4.5,4.7,Buscani,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1232961
1389,24,3.96,255514,4.34,Irena,4.34,4.34,Cajkova,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=255514
1389,24,1.83,1619386,3.85,Lisa,3.88,3.83,Calvente,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1619386
1389,24,3.8,344475,4.3,Nell,4.6,4.0,Cobb,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=344475
1389,24,3.2,1748114,4.1,Sarah,4.1,4.1,Connolly,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1748114
1389,24,3.63,496858,3.58,Shaun,3.5,3.67,Cowman,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=496858
1389,24,3.33,522499,4.42,Kirsten,4.5,4.33,D'Aurelio,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=522499
1389,24,2.7,809918,3.8,Sanjay,3.7,3.9,Deshmukh,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=809918
1389,24,4.4,780465,4.4,Christopher,4.3,4.5,Duncan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=780465
1389,24,3.04,456417,2.94,Kristin,3.12,2.75,Duncan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=456417
1389,24,3.2,1086010,4.5,Maher,4.3,4.7,Fakhoury,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1086010
1389,24,3.29,412642,4.06,Shoshana,4.33,3.79,Goldman,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=412642
1389,24,3.3,1349659,4.7,Matthew,4.7,4.7,Gowans,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1349659
1389,24,3.71,290011,3.79,Jaqueline M.,4.0,3.58,Hara,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=290011
1389,24,3.2,867908,4.2,Jason,4.2,4.1,Hopkins,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=867908
1389,24,4.71,1407795,4.58,Linda,4.63,4.54,Kahn,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1407795
1389,24,2.5,204136,2.42,Ulrich,2.29,2.54,Kamp,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=204136
1389,24,3.04,656055,3.35,Sina,3.33,3.38,Kramer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=656055
1389,24,2.9,224850,4.0,Jacqueline,4.2,3.9,Lazu,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=224850
1389,24,3.5,1059082,4.8,Yvette,4.8,4.7,Lopez,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1059082
1389,24,3.13,356644,4.48,Helen,4.58,4.38,Marlborough,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=356644
1389,24,2.58,394236,2.65,Sharon,2.71,2.58,Nagy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=394236
1389,24,3.4,1099152,2.9,Nzingha,3.0,2.8,Nommo,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1099152
1389,24,4.1,994174,3.8,Margaret M,3.8,3.8,O'Brien,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=994174
1389,24,3.04,205587,3.56,Jesus,3.54,3.58,Pando,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=205587
1389,24,3.92,359798,3.56,Brian,3.79,3.33,Patterson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=359798
1389,24,2.67,295874,3.88,Molly,3.92,3.83,Quinn,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=295874
1389,24,2.67,967584,3.56,Talitha,3.75,3.38,Rajah,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=967584
1389,24,3.9,1424100,4.5,Steven,4.4,4.5,Ramirez,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1424100
1389,24,3.58,56023,4.08,Francesca,4.25,3.92,Royster,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=56023
1389,24,2.1,358555,2.8,Marcus,3.0,2.5,Schaefer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=358555
1389,24,3.67,332478,3.0,Shailja,3.04,2.96,Sharma,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=332478
1389,24,3.8,373112,4.1,Alice,4.2,4.0,Stuhlmacher,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=373112
1389,24,3.1,1193606,3.8,Brian,3.8,3.7,Sundermeier,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1193606
1389,24,3.75,221032,4.25,Andrew,4.21,4.29,Suozzo,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=221032
1389,24,2.4,1239206,4.0,Gail,3.9,4.2,Terry,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1239206
1389,24,3.3,377932,4.3,Kevin,4.3,4.2,Thompson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=377932
1389,24,3.67,288416,2.69,Amanda,2.71,2.67,Tucker,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=288416
1389,24,3.63,373790,3.13,Yoseph,2.96,3.29,Winograd,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=373790
1389,24,2.0,514120,2.75,L,2.92,2.58,Zecker,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=514120
1389,23,3.82,497783,4.65,Elizabeth,4.74,4.56,Arnott,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=497783
1389,23,2.8,624271,3.9,Andre,4.0,3.8,Berthiaume,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=624271
1389,23,3.31,263771,4.12,Peg,4.3,3.95,Birmingham,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=263771
1389,23,3.91,270868,3.96,Nick,4.0,3.91,Ceh,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=270868
1389,23,1.91,334453,2.8,Tina,2.87,2.74,Chanter,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=334453
1389,23,3.0,843371,2.9,I-Ping,3.1,2.7,Chu,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=843371
1389,23,2.0,1332074,3.11,Shelley,2.87,3.35,Dodson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1332074
1389,23,3.83,639889,4.0,Milan,4.04,3.96,Dotlich,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=639889
1389,23,3.17,45320,3.41,Ralph,3.61,3.22,Erber,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=45320
1389,23,3.74,358249,2.3,Lisa,2.35,2.26,Hall,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=358249
1389,23,3.5,233818,3.9,Laura,3.9,3.9,Hartman,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=233818
1389,23,3.3,777454,4.3,John,4.3,4.2,Karam,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=777454
1389,23,1.91,612759,1.96,John,1.96,1.96,Kohlmeier,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=612759
1389,23,3.17,243054,4.37,David,4.26,4.48,Krell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=243054
1389,23,2.65,363875,3.76,Paul,3.65,3.87,Lawson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=363875
1389,23,3.1,1340033,4.5,Danielle,4.6,4.4,Meijer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1340033
1389,23,3.61,1040272,4.8,Itir,4.91,4.7,Mogultay,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1040272
1389,23,4.2,1717081,4.8,Jesse,4.8,4.7,Perillo,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1717081
1389,23,2.83,175339,3.2,Randy,3.35,3.04,Robertson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=175339
1389,23,2.87,56022,4.0,Barbara,4.22,3.78,Schaffer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=56022
1389,23,4.4,1411666,4.8,Jim,4.8,4.7,Scheidhauer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1411666
1389,23,2.35,818585,3.24,Donald,3.31,3.17,Shannon,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=818585
1389,23,3.0,1536256,3.3,Jonathan,3.4,3.2,Singer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1536256
1389,23,3.39,540523,4.26,Daniel,4.35,4.17,Stolar,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=540523
1389,23,2.7,1111906,3.4,Selina,3.5,3.3,Trepp,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1111906
1389,23,2.0,1481601,3.0,William,2.8,3.1,Vadbunker,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1481601
1389,23,1.61,500154,2.28,Katie,2.35,2.22,Van Sluys,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=500154
1389,23,3.0,360741,3.0,Peter,3.1,3.0,Vandenberg,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=360741
1389,23,2.9,1417612,2.4,Johnny,2.2,2.5,Wilson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1417612
1389,23,2.78,356615,2.28,Birgitta,2.65,1.91,Wippel,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=356615
1389,23,3.9,241425,4.1,Chi Jang,4.3,3.9,Yin,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=241425
1389,22,3.91,365084,4.57,Hani,4.95,4.18,Abu-Salem,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=365084
1389,22,2.68,629924,3.02,Fred,2.86,3.18,Acker,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=629924
1389,22,4.5,210792,4.0,Kim,4.05,3.95,Amer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=210792
1389,22,3.32,473003,4.25,Jay S,4.23,4.27,Beck,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=473003
1389,22,4.2,501443,4.5,Suzanne,4.4,4.6,Bell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=501443
1389,22,3.5,291745,4.82,Caroline,4.82,4.82,Bronstein,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=291745
1389,22,3.86,475831,3.82,Paul,3.86,3.77,Cheselka,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=475831
1389,22,3.05,1186883,4.59,John,4.5,4.68,Chung,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1186883
1389,22,3.77,268650,4.93,Annette,5.0,4.86,Cozzi,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=268650
1389,22,2.09,903217,2.18,Mark,2.27,2.09,Delancey,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=903217
1389,22,2.95,241424,3.43,Mary Jane,3.59,3.27,Duffy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=241424
1389,22,3.23,239684,3.41,Claude,3.64,3.18,Dufour,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=239684
1389,22,4.0,1255007,4.7,Dana,4.7,4.6,Dunham,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1255007
1389,22,3.72,168938,4.14,Janet,4.14,4.14,Flood,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=168938
1389,22,1.5,1755532,2.4,Tim,2.2,2.6,French,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1755532
1389,22,3.23,269479,3.2,Ryan,3.18,3.23,Garrett,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=269479
1389,22,2.9,1452382,3.9,William,4.0,3.8,Gilliland,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1452382
1389,22,3.91,722567,3.16,Elizabeth,3.45,2.86,Ginzburg,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=722567
1389,22,4.18,366704,4.59,Nancy,4.68,4.5,Grossman,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=366704
1389,22,3.09,339951,3.34,Daniel,3.32,3.37,Heiser,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=339951
1389,22,2.9,766998,3.0,Dana Hunter,2.8,3.3,Hodgdon,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=766998
1389,22,3.4,1590764,4.8,Donald,4.8,4.7,Ingle,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1590764
1389,22,3.59,264896,4.55,Laura,4.59,4.5,Kina-Aronson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=264896
1389,22,4.3,478221,4.0,Jeffrey,4.2,3.7,Kowalkowski,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=478221
1389,22,2.27,898522,3.23,Analisa,3.18,3.27,Leppanen-Guerra,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=898522
1389,22,4.0,1825380,4.6,Eva,4.8,4.4,Lord,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1825380
1389,22,4.0,1550721,3.2,Selma,3.6,2.7,Mehmedagic,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1550721
1389,22,3.27,1034788,4.16,Christina,4.09,4.23,Outlay,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1034788
